as_of_date,factor_raw,factor_pctl_5Y,factor_pctl_10Y
2019-11-30,28.829452056,95.0,92.5
2019-12-31,28.3226328065,85.0,90.0
2020-01-31,28.3226328065,85.0,90.0
2020-02-29,28.3226328065,85.0,90.0
2020-03-31,28.2311856625,75.0,87.5
2020-04-30,28.2311856625,75.0,87.5
2020-05-31,28.2311856625,75.0,87.5
2020-06-30,31.4216701046,100.0,100.0
2020-07-31,31.4216701046,100.0,100.0
2020-08-31,31.4216701046,100.0,100.0
2020-09-30,30.0373489813,95.0,97.5
2020-10-31,30.0373489813,95.0,97.5
2020-11-30,30.0373489813,95.0,97.5
2020-12-31,28.5389699902,80.0,90.0
2021-01-31,28.5389699902,80.0,90.0
2021-02-28,28.5389699902,80.0,90.0
2021-03-31,28.0241886949,50.0,75.0
2021-04-30,28.0241886949,50.0,75.0
2021-05-31,28.0241886949,50.0,75.0
2021-06-30,28.1608657949,55.00000000000001,77.5
2021-07-31,28.1608657949,55.00000000000001,77.5
2021-08-31,28.1608657949,55.00000000000001,77.5
2021-09-30,28.7438380807,80.0,90.0
2021-10-31,28.7438380807,80.0,90.0
2021-11-30,28.7438380807,80.0,90.0
2021-12-31,28.6170561246,75.0,87.5
2022-01-31,28.6170561246,75.0,87.5
2022-02-28,28.6170561246,75.0,87.5
2022-03-31,29.4658651169,90.0,95.0
2022-04-30,29.4658651169,90.0,95.0
2022-05-31,29.4658651169,90.0,95.0
2022-06-30,30.3449562176,95.0,97.5
2022-07-31,30.3449562176,95.0,97.5
2022-08-31,30.3449562176,95.0,97.5
2022-09-30,31.0581203944,95.0,97.5
2022-10-31,31.0581203944,95.0,97.5
2022-11-30,31.0581203944,95.0,97.5
2022-12-31,30.9889329885,90.0,95.0
2023-01-31,30.9889329885,90.0,95.0
2023-02-28,30.9889329885,90.0,95.0
2023-03-31,30.7702082054,85.0,92.5
2023-04-30,30.7702082054,85.0,92.5
2023-05-31,30.7702082054,85.0,92.5
2023-06-30,30.4126512496,80.0,90.0
2023-07-31,30.4126512496,80.0,90.0
2023-08-31,30.4126512496,80.0,90.0
2023-09-30,30.1980882125,70.0,85.0
2023-10-31,30.1980882125,70.0,85.0
2023-11-30,30.1980882125,70.0,85.0
2023-12-31,30.0948974498,65.0,82.5
2024-01-31,30.0948974498,65.0,82.5
2024-02-29,30.0948974498,65.0,82.5
2024-03-31,30.0242128463,55.00000000000001,77.5
2024-04-30,30.0242128463,55.00000000000001,77.5
2024-05-31,30.0242128463,55.00000000000001,77.5
2024-06-30,29.9592423954,50.0,75.0
2024-07-31,29.9592423954,50.0,75.0
2024-08-31,29.9592423954,50.0,75.0
2024-09-30,30.026436574,55.00000000000001,77.5
2024-10-31,30.026436574,55.00000000000001,77.5
2024-11-30,30.026436574,55.00000000000001,77.5
2024-12-31,29.6614187544,40.0,70.0
2025-01-31,29.6614187544,40.0,70.0
2025-02-28,29.6614187544,40.0,70.0
2025-03-31,29.3152728125,30.0,65.0
2025-04-30,29.3152728125,30.0,65.0
2025-05-31,29.3152728125,30.0,65.0
2025-06-30,29.1127484126,25.0,62.5
2025-07-31,29.1127484126,25.0,62.5
2025-08-31,29.1127484126,25.0,62.5
2025-09-30,29.5020068366,40.0,67.5
