Date,raw,pctl_10y,flipped_pctl,delta_12m,delta_pctl,zscore_10y,delta_zscore
1889-10-31,17.1,76.19047619047619,23.80952380952381,1.4000000000000021,68.57142857142857,0.7980658828180368,0.7688558888658854
1889-11-30,16.9,71.69811320754717,28.301886792452834,1.6999999999999993,73.58490566037736,0.6606957966000983,0.9081151009300138
1889-12-31,16.6,64.48598130841121,35.51401869158879,1.6000000000000014,72.89719626168224,0.45823295346569887,0.8509711618846959
1890-01-31,17.2,78.70370370370371,21.29629629629629,1.3999999999999986,65.74074074074075,0.8526698870617329,0.7459690621917007
1890-02-28,17.0,74.31192660550458,25.68807339449542,0.8000000000000007,56.88073394495413,0.7138150351267025,0.4456678862814042
1890-03-31,16.9,70.0,30.0,0.7999999999999972,55.45454545454545,0.6425906262202221,0.4429856856469264
1890-04-30,17.3,80.18018018018019,19.819819819819813,1.1999999999999993,62.16216216216216,0.904328359468296,0.6384886190966191
1890-05-31,17.8,86.60714285714286,13.392857142857139,0.9000000000000021,58.92857142857143,1.2271822493319906,0.4850449907622248
1890-06-30,17.7,84.070796460177,15.929203539823007,0.5,51.32743362831859,1.1481265299797943,0.28215672823504717
1890-07-31,17.6,83.33333333333334,16.666666666666657,0.7000000000000028,54.385964912280706,1.070895215572683,0.38119515973203616
1890-08-31,16.6,60.0,40.0,-0.5,36.52173913043478,0.39849991238177657,-0.2271754513540404
1890-09-30,16.2,56.03448275862068,43.96551724137932,-1.1999999999999993,25.862068965517242,0.128794475880449,-0.5806605806299889
1890-10-31,15.5,39.31623931623932,60.68376068376068,-1.6000000000000014,20.51282051282051,-0.3425994081380939,-0.7794627590385519
1890-11-30,14.8,16.94915254237288,83.05084745762713,-2.099999999999998,15.254237288135593,-0.8117024875959663,-1.0259104525270202
1890-12-31,14.4,13.445378151260504,86.5546218487395,-2.200000000000001,13.445378151260504,-1.0736436248507724,-1.066462954582615
1891-01-31,15.4,36.134453781512605,63.865546218487395,-1.799999999999999,20.168067226890756,-0.38182667401338805,-0.854663619884277
1891-02-28,15.5,41.17647058823529,58.82352941176471,-1.5,23.52941176470588,-0.3006043272560712,-0.6960381786179386
1891-03-31,15.1,24.369747899159663,75.63025210084034,-1.799999999999999,20.168067226890756,-0.5653217108806561,-0.8437254589555275
1891-04-30,15.4,36.97478991596639,63.02521008403361,-1.9000000000000004,17.647058823529413,-0.3428654040163258,-0.8880421938059491
1891-05-31,15.6,47.89915966386555,52.10084033613445,-2.200000000000001,13.445378151260504,-0.18561813683395512,-1.0330601190239146
1891-06-30,15.7,49.57983193277311,50.42016806722689,-2.0,18.487394957983195,-0.09581277008867628,-0.9224518803341278
1891-07-31,15.6,47.89915966386555,52.10084033613445,-2.0000000000000018,18.487394957983195,-0.15600565662263916,-0.9150588018700119
1891-08-31,16.2,63.02521008403361,36.97478991596639,-0.40000000000000213,48.739495798319325,0.29979852247559374,-0.08932437357348144
