Date,margin_debt,margin_yoy,delta_yoy_6m,yoy_zscore,yoy_pctl,peak_signal,spx_yoy,margin_minus_spx
2002-03-31,160089,-8.414332053753782,33.137731541698614,,,0,-1.116052191598993,-7.298279862154789
2002-04-30,159072,-9.667454115936758,29.620095940844074,,,0,-13.814546851490228,4.1470927355534695
2002-05-31,157802,-13.78871400396633,19.195191877595416,,,0,-15.02261434577652,1.2339003418101893
2002-06-30,153972,-14.262327031767686,9.461797787016923,,,0,-19.360385985215846,5.0980589534481595
2002-07-31,143905,-17.143597420543532,5.75241430994279,,,0,-24.735390763032317,7.591793342488785
2002-08-31,139146,-17.818753100711092,4.282238919883518,,,0,-19.1870004763669,1.368247375655809
2002-09-30,136107,-13.818692973513746,-5.404360919759965,,,0,-21.677394562397932,7.858701588884186
2002-10-31,138647,-9.004574481350947,0.6628796345858117,,,0,-16.42038913736813,7.415814656017183
2002-11-30,139472,-12.523833416959365,1.2648805870069655,,,0,-17.827899425161277,5.304066008201913
2002-12-31,139451,-13.100023056838218,1.1623039749294684,-0.7093355561485258,26.76056338028169,0,-23.371307134894092,10.271284078055874
2003-01-31,141391,-12.128199072750546,5.015398347792987,-0.6707167233830275,30.555555555555557,0,-24.286396857137802,12.158197784387257
2003-02-28,140516,-9.304141843788528,8.514611256922564,-0.5752957218575929,32.87671232876712,0,-23.997506189348904,14.693364345560376
2003-03-31,144267,-9.883252440829793,3.9354405326839537,-0.5873659516853557,31.08108108108108,0,-26.08267459189988,16.199422151070088
2003-04-30,143237,-9.954611748139207,-0.9500372667882608,-0.5834850149403703,30.666666666666664,0,-14.853232052151133,4.898620304011926
2003-05-31,153725,-2.583617444645825,9.94021597231354,-0.34394940657697964,38.15789473684211,0,-9.706891058678014,7.12327361403219
2003-06-30,168281,9.293248123035358,22.393271179873576,0.03959747101401269,41.55844155844156,0,-1.5099450194049235,10.803193142440282
2003-07-31,174427,21.20982592682672,33.338024999577264,0.423976875252909,51.28205128205128,0,8.631886092889584,12.577939833937137
2003-08-31,167200,20.16155692581891,29.46569876960744,0.3863508868056744,49.36708860759494,0,10.037332984018853,10.124223941800057
2003-09-30,171194,25.778982712130905,35.6622351529607,0.5661815314829016,57.49999999999999,0,22.163481588695632,3.6155011234352727
2003-10-31,175428,26.528522074044147,36.483133822183355,0.5853732250142875,59.25925925925925,0,18.622425939306364,7.906096134737783
2003-11-30,182587,30.91301479866926,33.496632243315084,0.7235585606033875,63.41463414634146,0,13.018124339161186,17.894890459508073
2003-12-31,181459,30.123842783486676,20.830594660451318,0.6900351022511851,62.65060240963856,0,26.38039599008888,3.7434467933977977
2004-01-31,189429,33.97528838469211,12.765462457865386,0.8099116832906779,66.66666666666666,0,32.18768259904172,1.7876057856503849
2004-02-29,190448,35.534743374419996,15.373186448601086,0.8522494719319276,69.41176470588235,0,36.11603162337278,-0.5812882489527809
2004-03-31,191451,32.706024246709234,6.927041534578329,0.7490738242683844,63.95348837209303,0,32.788992123756074,-0.0829678770468405
2004-04-30,198778,38.77559569105748,12.247073617013335,0.9422156631867087,71.26436781609196,0,20.756445491427833,18.01915019962965
2004-05-31,193843,26.09725158562368,-4.815763213045578,0.5094079581768938,53.40909090909091,0,16.298425678971352,9.798825906652329
2004-06-30,193993,15.279205614418734,-14.844637169067942,0.140965578179471,42.69662921348314,0,17.060030785017965,-1.7808251705992308
2004-07-31,187844,7.692043089659295,-26.283245295032813,-0.1176977807098174,34.44444444444444,0,11.250012622310201,-3.5579695326509064
2004-08-31,187828,12.33732057416268,-23.197422800257314,0.04188345438693564,39.56043956043956,0,9.544358798845277,2.792961775317403
2004-09-30,193668,13.127796534925285,-19.57822771178395,0.06883146176005306,41.30434782608695,0,11.91124052412269,1.216556010802595
2004-10-31,197999,12.866247121326136,-25.909348569731346,0.0593553192823971,39.784946236559136,0,7.565360565712709,5.3008865556134275
2004-11-30,211012,15.56792104585758,-10.529330539766102,0.15314219146188893,45.744680851063826,0,10.926100926100911,4.641820119756668
2004-12-31,217573,19.902016433464297,4.622810819045563,0.30404502162158953,47.368421052631575,0,8.993452766386078,10.90856366707822
2005-01-31,220122,16.202904518315563,8.510861428656268,0.1718066108738264,45.83333333333333,0,4.432735406186716,11.770169112128848
2005-02-28,223155,17.173716710073084,4.8363961359104035,0.20519909408895726,46.391752577319586,0,5.718203573986402,11.455513136086681
2005-03-31,226876,18.503429075847077,5.375632540921792,0.2513716388510428,47.95918367346938,0,4.828584367036326,13.67484470881075
2005-04-30,217447,9.391884413768125,-3.4743627075580115,-0.07688435546422898,34.34343434343434,0,4.480510097178558,4.9113743165895665
2005-05-31,219404,13.186444700092338,-2.3814763457652415,0.06045136309541949,41.0,0,6.32317247287264,6.8632722272196975
2005-06-30,224153,15.546952725098318,-4.355063708365979,0.1457601122054395,44.554455445544555,0,4.433925049309662,11.113027675788658
2005-07-31,233585,24.350524903643446,8.147620385327883,0.4656569392114351,55.88235294117647,0,12.02301855280834,12.327506350835106
2005-08-31,231400,23.197819281470288,6.024102571397204,0.4204826349636732,55.33980582524271,0,10.51311309135694,12.684706190113348
