,margin_debt,market_cap,ratio,pctl,zscore,delta_12m,delta_pctl
2018-07-31,652790,29295750.0,2.2282754324432728,48.06201550387597,-1.2962935989709556,-0.08595311716060383,29.411764705882355
2018-08-31,652395,30274530.0,2.154930233433847,46.71814671814672,-1.910689384390991,-0.17014549355302133,19.327731092436977
2018-09-30,648126,30259820.0,2.1418699780765387,46.15384615384615,-2.1557156545331813,-0.16944074331844972,20.168067226890756
2018-10-31,607645,27980900.0,2.1716420844218733,47.12643678160919,-1.9720898094834725,-0.09978423953173099,29.411764705882355
2018-11-30,592593,28448870.0,2.08301067845577,44.274809160305345,-2.8204105417625165,-0.19907322683343054,15.966386554621847
2018-12-31,554285,25749720.0,2.152586513562089,46.7680608365019,-2.045331559255735,-0.16012151117835094,22.689075630252102
2019-01-31,568433,27992410.0,2.030668313303499,43.93939393939394,-3.1355811011939667,-0.24625842593668157,8.403361344537815
2019-02-28,581205,28903300.0,2.010860351586151,43.77358490566038,-3.268303878958719,-0.2833514816735616,6.722689075630252
2019-03-31,574013,29266910.0,1.961303738590784,38.34586466165413,-3.5496224732210218,-0.3926475622141563,1.680672268907563
2019-04-30,588721,30410020.0,1.9359441394645582,36.329588014981276,-3.5519518434766586,-0.4342611041771036,0.8403361344537815
2019-05-31,568751,28369390.0,2.004805179103252,44.02985074626866,-2.8219418515491417,-0.3657706779775385,4.201680672268908
2019-06-30,596304,30268050.0,1.9700773587991298,39.77695167286245,-2.9788252492101153,-0.3083196197312916,7.563025210084033
2019-07-31,602139,30684820.0,1.9623351220570955,38.88888888888889,-2.9171202029097762,-0.26594031038617727,9.243697478991598
2019-08-31,564894,29925350.0,1.8876771700247448,33.210332103321036,-3.3272374089870387,-0.2672530634091024,9.243697478991598
2019-09-30,555910,30351920.0,1.831548053632192,30.88235294117647,-3.5222370670260066,-0.3103219244443467,5.042016806722689
2019-10-31,554604,30945630.0,1.7921884285438685,29.304029304029307,-3.5766533018616484,-0.37945365587800484,2.5210084033613445
2019-11-30,563482,32025860.0,1.7594593868829753,26.277372262773724,-3.5691692739160352,-0.3235512915727947,5.042016806722689
2019-12-31,579221,32886739.999999996,1.761260009353314,26.545454545454543,-3.358212880691304,-0.39132650420877524,1.680672268907563
2020-01-31,561812,32838190.000000004,1.7108494713015545,21.73913043478261,-3.4494783687130073,-0.31981884200194455,6.722689075630252
2020-02-29,545127,30125070.0,1.8095460027146824,30.685920577617328,-2.7560804201551923,-0.2013143488714686,21.008403361344538
2020-03-31,479291,25899930.0,1.8505494030292744,32.73381294964029,-2.4405581525270765,-0.11075433556150971,31.932773109243694
2020-04-30,524696,29365490.2,1.7867775965136112,29.03225806451613,-2.681544529467711,-0.149166542950947,27.73109243697479
2020-05-31,552543,30927039.0,1.7866016853407791,28.92857142857143,-2.58245102259528,-0.21820349376247283,18.487394957983195
2020-06-30,584676,31630509.7,1.8484558280766499,33.096085409252666,-2.195457774199553,-0.12162153072247994,31.932773109243694
2020-07-31,613830,33393390.599999998,1.838178121391483,32.62411347517731,-2.182548419647009,-0.12415700066561253,31.092436974789916
2020-08-31,645547,35807660.199999996,1.8028181578867868,30.742049469964666,-2.2868729686657794,-0.08485901213795799,40.33613445378151
2020-09-30,654324,34480269.5,1.8976765828352937,37.32394366197183,-1.7806937307828885,0.06612852920310175,74.78991596638656
2020-10-31,659313,33724808.599999994,1.9549792196596785,40.70175438596491,-1.4745448130238037,0.16279079111580996,93.27731092436974
2020-11-30,722118,37839648.4,1.9083633980066264,37.41258741258741,-1.6632818554282398,0.14890401112365104,92.43697478991596
2020-12-31,778037,39456660.199999996,1.9718774879988452,43.90243902439025,-1.3363111235688372,0.21061747864553126,98.31932773109243
2021-01-31,798605,39396171.9,2.027113197767319,48.26388888888889,-1.057101344290076,0.3162637264657644,100.0
2021-02-28,813680,40508679.7,2.0086559375076347,47.75086505190311,-1.1252661048564474,0.19910993479295236,94.11764705882352
2021-03-31,822551,41741871.099999994,1.970565713332386,43.103448275862064,-1.2835721938522535,0.12001631030311155,84.03361344537815
2021-04-30,847186,43870089.800000004,1.9311243807848326,37.80068728522337,-1.4433461308949478,0.14434678427122138,89.07563025210085
2021-05-31,861626,43966359.4,1.9597392455469032,41.0958904109589,-1.2864950661248493,0.17313756020612403,93.27731092436974
2021-06-30,882103,45113859.4,1.9552816179588484,40.61433447098976,-1.2848733234190737,0.10682578988219849,80.67226890756302
2021-07-31,844324,45708000.0,1.8472127417519908,32.31292517006803,-1.7560411204484068,0.009034620360507839,60.50420168067227
2021-08-31,911545,46979628.900000006,1.9402984258140872,39.32203389830509,-1.2982192017032144,0.1374802679273004,86.5546218487395
2021-09-30,903117,44850031.199999996,2.0136373951953908,49.32432432432432,-0.9421047277974185,0.11596081236009703,83.19327731092437
2021-10-31,935862,47795089.800000004,1.9580714335220266,41.41414141414141,-1.1809603126260357,0.0030922138623481477,56.30252100840336
2021-11-30,918598,46936078.1,1.9571255997206976,40.939597315436245,-1.165779219364601,0.048762201714071196,65.54621848739495
2021-12-31,910021,48461160.199999996,1.8778357683644564,33.44481605351171,-1.503558427633898,-0.09404171963438879,36.97478991596639
2022-01-31,829637,45416468.800000004,1.8267316282414274,30.666666666666664,-1.701315454505789,-0.20038156952589148,21.84873949579832
2022-02-28,835255,44259210.9,1.8871890912994114,34.55149501661129,-1.4020974781321918,-0.12146684620822334,31.932773109243694
2022-03-31,799660,45606671.9,1.7533838069863634,23.841059602649008,-1.9536692709583907,-0.21718190634602252,17.647058823529413
2022-04-30,772940,41343968.800000004,1.8695350795640113,33.663366336633665,-1.413339952981141,-0.06158930122082129,45.378151260504204
2022-05-31,752944,41084898.4,1.832653917430644,31.25,-1.5438685475031664,-0.12708532811625917,27.73109243697479
2022-06-30,683445,37564230.5,1.8194037010820705,29.836065573770494,-1.569711393965848,-0.13587791687677786,26.89075630252101
2022-07-31,696781,41119578.1,1.6945237091330956,18.954248366013072,-2.0521528921535963,-0.15268903261889522,24.369747899159663
2022-08-31,687787,39560859.4,1.738554243844359,21.824104234527688,-1.8241285688475188,-0.2017441819697281,16.80672268907563
2022-09-30,664009,35836921.9,1.8528628152073519,33.76623376623377,-1.3245066005479005,-0.1607745799880389,22.689075630252102
2022-10-31,649618,38702500.0,1.6784910535495123,18.446601941747574,-1.9926558381057313,-0.2795803799725143,8.403361344537815
2022-11-30,643783,40552421.9,1.587532802818862,14.516129032258066,-2.2905997132081377,-0.36959279690183555,3.361344537815126
2022-12-31,606659,38073941.400000006,1.593370630128668,14.790996784565916,-2.2013626449245667,-0.28446513823578834,8.403361344537815
2023-01-31,641228,40724960.9,1.574533126193867,13.461538461538462,-2.2122985306394223,-0.25219850204756034,13.445378151260504
2023-02-28,624379,39704378.900000006,1.5725696190149945,13.099041533546327,-2.159950391342412,-0.3146194722844169,6.722689075630252
2023-03-31,645429,40708410.199999996,1.5854930144140096,14.64968152866242,-2.057068884328387,-0.16789079257235384,26.89075630252101
2023-04-30,631949,41064050.8,1.5389348778031418,10.158730158730158,-2.170786425989367,-0.33060020176086957,5.042016806722689
2023-05-31,644170,42053179.7,1.5317985574346473,10.126582278481013,-2.13543157936885,-0.30085535999599666,10.084033613445378
2023-06-30,681228,44883609.4,1.5177656367359798,9.46372239747634,-2.1273119956095647,-0.30163806434609075,10.084033613445378
2023-07-31,709834,46450218.800000004,1.5281607241858675,10.062893081761008,-2.0344375890881845,-0.16636298494722812,30.252100840336134
2023-08-31,689185,45468429.7,1.5157440108383597,9.090909090909092,-2.025162579280765,-0.22281023300599934,20.168067226890756
2023-09-30,680846,43249300.8,1.5742358544672703,14.6875,-1.7819634927475752,-0.27862696074008153,14.285714285714285
2023-10-31,635276,42059949.2,1.510406008764271,8.722741433021806,-1.9530462695828485,-0.16808504478524133,31.092436974789916
2023-11-30,660887,45900898.4,1.4398127771721347,5.590062111801243,-2.1337193569007185,-0.14772002564672726,36.97478991596639
2023-12-31,700774,48295378.900000006,1.4510166727359497,6.5015479876160995,-2.0439991446242125,-0.1423539573927184,37.81512605042017
2024-01-31,701975,48769871.099999994,1.4393620162756593,5.555555555555555,-2.0378124428312767,-0.1351711099182078,40.33613445378151
2024-02-29,742963,51321230.5,1.4476718363173307,6.769230769230769,-1.967451450333591,-0.12489778269766383,42.016806722689076
2024-03-31,784136,52915820.3,1.4818555123107484,8.282208588957054,-1.8164482728371854,-0.10363750210326117,48.739495798319325
2024-04-30,775464,50572378.900000006,1.5333745749500423,12.844036697247708,-1.6165709451623802,-0.005560302853099497,66.38655462184873
2024-05-31,809431,52875519.5,1.5308237302519554,12.5,-1.5922330520273793,-0.0009748271826919286,68.90756302521008
2024-06-30,809322,54470660.199999996,1.4857943653122825,8.814589665653495,-1.7014367725568171,-0.03197127142369727,63.86554621848739
2024-07-31,810835,55429839.800000004,1.4628131759457115,8.181818181818182,-1.7394475532182894,-0.06534754824015598,59.66386554621849
2024-08-31,797162,56554441.400000006,1.4095480041289914,3.3232628398791544,-1.8647130835739976,-0.10619600670936835,48.739495798319325
2024-09-30,813211,57636941.400000006,1.4109197682026893,3.614457831325301,-1.821525443650745,-0.16331608626458105,33.61344537815126
2024-10-31,815369,57178679.7,1.4260017969599952,5.405405405405405,-1.7363196491614907,-0.08440421180427582,56.30252100840336
2024-11-30,890852,60880738.3,1.4632739760976257,9.281437125748502,-1.588512981340297,0.023461198925490923,73.94957983193278
2024-12-31,899168,58970019.5,1.5247883714876505,13.432835820895523,-1.3744676403981628,0.07377169875170075,84.03361344537815
2025-01-31,937253,60775199.2,1.5421636001811738,15.476190476190476,-1.298297375347709,0.10280158390551453,87.39495798319328
2025-02-28,918144,59524468.800000004,1.5424648359062718,15.727002967359049,-1.2746592257207956,0.09479299958894116,84.03361344537815
2025-03-31,880316,55933390.6,1.5738648963647843,18.93491124260355,-1.1600492043602197,0.09200938405403591,83.19327731092437
2025-04-30,850558,55521828.1,1.5319344285063266,14.749262536873156,-1.2688344824484212,-0.0014401464437157063,66.38655462184873
2025-05-31,920960,58996789.1,1.561034107193471,18.529411764705884,-1.1621113870579747,0.030210376941515626,72.26890756302521
2025-06-30,1007961,61940589.800000004,1.627302877248353,23.16715542521994,-0.9454183135159114,0.1415085119360706,94.11764705882352
2025-07-31,1022548,63290898.4,1.615631987932091,22.807017543859647,-0.9659373568878489,0.1528188119863796,95.7983193277311
2025-08-31,1059723,64683390.6,1.6383232081219934,23.61516034985423,-0.8819469338178406,0.228775203993002,99.15966386554622
2025-09-30,1126494,66847843.800000004,1.6851613095709155,27.03488372093023,-0.7223081745812042,0.2742415413682262,99.15966386554622
2025-10-31,1183654,68237109.4,1.7346191982745385,29.855072463768117,-0.5531476579981489,0.3086174013145433,99.15966386554622
2025-11-30,1214321,68336328.1,1.7769772444065517,34.68208092485549,-0.40559369174557286,0.31370326830892603,99.15966386554622
